1,44.18
2,42.08
3,43.7
4,44.06
5,44.38
6,44.6
7,43.21
8,43.45
9,43.99
10,44.3
11,43.65
12,43.56
13,44.37
14,44.12
15,43.07
16,43.18
17,42.9
18,42.61
19,43.57
20,44.08
21,44.8
22,45.1
23,44.43
24,43.75
25,43.56
26,49.8
27,49.14
28,49.57
29,48.74
30,48.43
