1,47.6
2,46.79
3,46.06
4,47.54
5,47.7
6,49.15
7,49.92
8,50.28
9,48.99
10,49.62
11,49.2
12,49.71
13,50.66
14,51.54
15,50.35
16,50.67
17,50.65
18,50.19
19,51.46
20,50.99
21,51.06
22,50.93
23,49.02
24,49.5
25,50.42
26,49.54
27,49.54
28,50.33
29,48.75
30,50.52
