1,33.82
2,33.9
3,33.31
4,34.78
5,34.36
6,36.08
7,35.81
8,36.21
9,36.06
10,35.23
11,34.41
12,34.98
13,35.27
14,35.24
15,34.56
16,33.87
17,33.55
18,33.53
19,33.48
20,32.63
21,31.76
22,31.64
23,30.81
24,30.62
25,31.7
26,31.94
27,32.14
28,32.72
29,32.28
30,33.52
