1,47.71
2,48.24
3,46.67
4,46.93
5,45.52
6,47.59
7,47.55
8,48.05
9,47.01
10,46.27
11,46.87
12,46.96
13,47.19
14,47.5
15,47.62
16,48.33
17,48.08
18,47.96
19,47.98
20,47.68
21,47.5
22,46.17
23,45.5
24,45.23
25,45
26,44.73
27,44.83
28,45.53
29,45.56
30,46.44
